date,open,high,low,close,mode,L,H,cand_H,thr56,event
2020-11-11,3.5775,3.82,3.46,3.4842,wait,3.0,7.0,,,
2020-11-12,3.4918,3.5691,3.32,3.4243,wait,3.0,7.0,,,
2020-11-13,3.4268,3.7018,3.3911,3.6745,wait,3.0,7.0,,,
2020-11-14,3.6779,3.7042,3.396,3.4894,wait,3.0,7.0,,,
2020-11-15,3.484,3.6415,3.4101,3.5453,wait,3.0,7.0,,,
2020-11-16,3.5348,3.82,3.455,3.7,wait,3.0,7.0,,,
2020-11-17,3.7062,3.9333,3.6881,3.8355,wait,3.0,7.0,,,
2020-11-18,3.8476,3.8739,3.55,3.7445,wait,3.0,7.0,,,
2020-11-19,3.7498,3.8272,3.5563,3.6399,wait,3.0,7.0,,,
2020-11-20,3.6432,4.0111,3.6224,3.715,wait,3.0,7.0,,,
2020-11-21,3.7124,4.0983,3.67,4.0281,wait,3.0,7.0,,,
2020-11-22,4.0291,4.0602,3.71,3.8892,wait,3.0,7.0,,,
2020-11-23,3.9066,4.2575,3.8519,4.0747,wait,3.0,7.0,,,
2020-11-24,4.0748,4.3334,3.865,4.26,wait,3.0,7.0,,,
2020-11-25,4.26,4.3989,3.9001,4.0453,wait,3.0,7.0,,,
2020-11-26,4.0363,4.089,3.28,3.5447,wait,3.0,7.0,,,
2020-11-27,3.5399,3.7581,3.4178,3.5942,wait,3.0,7.0,,,
2020-11-28,3.5903,3.6998,3.4752,3.6271,wait,3.0,7.0,,,
2020-11-29,3.6299,3.7662,3.531,3.7013,wait,3.0,7.0,,,
2020-11-30,3.7124,3.82,3.6418,3.7024,wait,3.0,7.0,,,
2020-12-01,3.7044,3.8128,3.4501,3.5543,wait,3.0,7.0,,,
2020-12-02,3.55,3.8458,3.5059,3.74,wait,3.0,7.0,,,
2020-12-03,3.7384,3.8966,3.7103,3.8123,wait,3.0,7.0,,,
2020-12-04,3.8076,3.86,3.5091,3.5348,wait,3.0,7.0,,,
2020-12-05,3.5337,3.7182,3.5059,3.6382,wait,3.0,7.0,,,
2020-12-06,3.6384,3.6733,3.5077,3.6055,wait,3.0,7.0,,,
2020-12-07,3.6036,3.6096,3.3,3.3895,wait,3.0,7.0,,,
2020-12-08,3.3896,3.3948,3.085,3.1172,wait,3.0,7.0,,,
2020-12-09,3.1185,3.4411,2.8001,3.2652,wait,2.8001,7.0,,,
2020-12-10,3.2644,3.3583,3.0643,3.1499,wait,2.8001,7.0,,,
2020-12-11,3.1482,3.307,3.0131,3.2375,wait,2.8001,7.0,,,
2020-12-12,3.232,3.45,3.2318,3.3332,wait,2.8001,7.0,,,
2020-12-13,3.3409,3.4173,3.2806,3.3405,wait,2.8001,7.0,,,
2020-12-14,3.3401,3.3424,3.1357,3.1433,wait,2.8001,7.0,,,
2020-12-15,3.1439,3.5441,3.06,3.3014,wait,2.8001,7.0,,,
2020-12-16,3.3012,3.3844,3.1451,3.3409,wait,2.8001,7.0,,,
2020-12-17,3.3444,3.3823,3.1761,3.2079,wait,2.8001,7.0,,,
2020-12-18,3.2068,3.4737,3.1424,3.4081,wait,2.8001,7.0,,,
2020-12-19,3.4081,3.6076,3.3783,3.4651,wait,2.8001,7.0,,,
2020-12-20,3.458,3.498,3.2755,3.304,wait,2.8001,7.0,,,
2020-12-21,3.3041,3.3564,2.925,3.0892,wait,2.8001,7.0,,,
2020-12-22,3.0922,3.1331,2.9198,3.0761,wait,2.8001,7.0,,,
2020-12-23,3.0705,3.6937,2.7501,2.9465,wait,2.7501,7.0,,,
2020-12-24,2.9525,3.1153,2.7679,3.1006,wait,2.7501,7.0,,,
2020-12-25,3.1171,3.1301,2.84,2.9517,wait,2.7501,7.0,,,
2020-12-26,2.9497,2.9975,2.85,2.9178,wait,2.7501,7.0,,,
2020-12-27,2.9223,3.0759,2.8401,2.9026,wait,2.7501,7.0,,,
2020-12-28,2.9168,3.0496,2.8685,2.9577,wait,2.7501,7.0,,,
2020-12-29,2.9609,3.01,2.8322,2.9248,wait,2.7501,7.0,,,
2020-12-30,2.925,2.94,2.8327,2.9162,wait,2.7501,7.0,,,
2020-12-31,2.9166,3.2997,2.78,3.1859,wait,2.7501,7.0,,,
2021-01-01,3.1859,3.86,3.0178,3.6497,wait,2.7501,7.0,,,
2021-01-02,3.6544,3.939,3.2851,3.4956,wait,2.7501,7.0,,,
2021-01-03,3.5005,3.83,3.3916,3.4691,wait,2.7501,7.0,,,
2021-01-04,3.477,3.83,3.2283,3.5999,wait,2.7501,7.0,,,
2021-01-05,3.5999,4.3556,3.4703,4.2501,wait,2.7501,7.0,,,
2021-01-06,4.2502,4.9773,4.1361,4.5788,wait,2.7501,7.0,,,
2021-01-07,4.5803,4.8205,4.1827,4.4707,wait,2.7501,7.0,,,
2021-01-08,4.4728,5.9,4.0,5.7,high,2.7501,5.9,,,RESTART_+98.5%_H=p
2021-01-09,5.6999,7.487,5.5761,7.1877,high,2.7501,7.487,7.487,4.19272,
2021-01-10,7.2115,7.4969,6.15,6.5416,high,2.7501,7.4969,7.4969,4.198264,
2021-01-11,6.541,7.0,5.72,6.4713,high,2.7501,7.4969,7.4969,4.198264,
2021-01-12,6.4623,8.2356,6.4198,7.72,high,2.7501,8.2356,8.2356,4.611936,
2021-01-13,7.7254,8.5,7.1356,8.4695,high,2.7501,8.5,8.5,4.76,
2021-01-14,8.4693,9.6004,8.21,9.3177,high,2.7501,9.6004,9.6004,5.376224,
2021-01-15,9.3192,9.89,8.57,9.3794,high,2.7501,9.89,9.89,5.5384,
2021-01-16,9.3795,13.4991,9.1629,12.8421,high,2.7501,13.4991,13.4991,7.559496,
2021-01-17,12.8222,14.69,12.3231,13.1746,high,2.7501,14.69,14.69,8.2264,
2021-01-18,13.1748,13.858,12.5737,12.7035,high,2.7501,14.69,14.69,8.2264,
2021-01-19,12.6825,14.0,11.3433,11.7367,high,2.7501,14.69,14.69,8.2264,
2021-01-20,11.7346,13.0765,11.03,12.3768,high,2.7501,14.69,14.69,8.2264,
2021-01-21,12.3768,13.0147,11.0659,11.3225,high,2.7501,14.69,14.69,8.2264,
2021-01-22,11.3329,13.3899,10.673,12.7097,high,2.7501,14.69,14.69,8.2264,
2021-01-23,12.7153,13.48,12.5059,12.8669,high,2.7501,14.69,14.69,8.2264,
2021-01-24,12.8914,13.1725,12.2,12.4801,high,2.7501,14.69,14.69,8.2264,
2021-01-25,12.4801,12.95,12.0598,12.1816,high,2.7501,14.69,14.69,8.2264,
2021-01-26,12.1816,12.7333,11.3804,12.2088,high,2.7501,14.69,14.69,8.2264,
2021-01-27,12.178,12.215,10.77,11.158,high,2.7501,14.69,14.69,8.2264,
2021-01-28,11.1379,12.7524,10.8,11.9615,high,2.7501,14.69,14.69,8.2264,
2021-01-29,11.9596,12.6757,11.3145,11.6158,high,2.7501,14.69,14.69,8.2264,
2021-01-30,11.6158,12.65,11.293,12.0433,high,2.7501,14.69,14.69,8.2264,
2021-01-31,12.0125,15.3728,11.83,13.4704,high,2.7501,15.3728,15.3728,8.608768,
2021-02-01,13.4704,13.6408,12.5741,13.2153,high,2.7501,15.3728,15.3728,8.608768,
2021-02-02,13.2105,13.725,12.765,13.4703,high,2.7501,15.3728,15.3728,8.608768,
2021-02-03,13.47,14.9409,13.1814,14.84,high,2.7501,15.3728,15.3728,8.608768,
2021-02-04,14.84,15.8795,13.7978,15.2697,high,2.7501,15.8795,15.8795,8.89252,
2021-02-05,15.2738,18.0321,15.1206,17.8973,high,2.7501,18.0321,18.0321,10.097976,
2021-02-06,17.8971,18.6228,15.8,18.1216,high,2.7501,18.6228,18.6228,10.428768,
2021-02-07,18.1232,24.4268,17.8802,23.705,high,2.7501,24.4268,24.4268,13.679008,
2021-02-08,23.7374,33.8167,23.55,30.056,high,2.7501,33.8167,33.8167,18.937352,
2021-02-09,30.0564,33.0,27.4769,31.9194,high,2.7501,33.8167,33.8167,18.937352,
2021-02-10,31.8487,60.3035,31.3408,54.6861,wait,31.3408,60.3035,60.3035,33.76996,TO_WAIT_-44%
2021-02-11,54.6872,56.4998,41.6728,46.9673,wait,31.3408,60.3035,,,
2021-02-12,46.9726,54.4775,43.5,48.2978,wait,31.3408,60.3035,,,
2021-02-13,48.2961,51.9,43.4014,44.0832,wait,31.3408,60.3035,,,
2021-02-14,44.0691,45.75,38.3724,39.1711,wait,31.3408,60.3035,,,
2021-02-15,39.17,44.98,33.5,38.309,wait,31.3408,60.3035,,,
2021-02-16,38.3362,40.0,35.1417,36.5402,wait,31.3408,60.3035,,,
2021-02-17,36.5402,42.1299,34.1386,37.3003,wait,31.3408,60.3035,,,
2021-02-18,37.3046,44.4907,36.19,40.9656,wait,31.3408,60.3035,,,
2021-02-19,41.023,41.2754,37.5,38.7274,wait,31.3408,60.3035,,,
2021-02-20,38.7264,42.8463,31.9376,35.9985,wait,31.3408,60.3035,,,
2021-02-21,35.9553,38.0037,34.7906,36.1855,wait,31.3408,60.3035,,,
2021-02-22,36.1932,36.2941,25.47,32.1502,wait,25.47,60.3035,,,
2021-02-23,32.1504,32.4108,22.51,27.5924,wait,22.51,60.3035,,,
2021-02-24,27.5966,32.2699,25.2501,29.7396,wait,22.51,60.3035,,,
2021-02-25,29.732,32.1836,26.4439,26.7,wait,22.51,60.3035,,,
2021-02-26,26.7718,28.0474,24.7703,25.9695,wait,22.51,60.3035,,,
2021-02-27,25.9695,27.4999,25.0,25.7616,wait,22.51,60.3035,,,
2021-02-28,25.7423,25.9299,22.1237,23.9566,wait,22.1237,60.3035,,,
2021-03-01,23.9698,27.8227,23.6073,27.5107,wait,22.1237,60.3035,,,
2021-03-02,27.5189,31.99,25.8604,27.1101,wait,22.1237,60.3035,,,
2021-03-03,27.1144,29.4503,26.5202,27.22,wait,22.1237,60.3035,,,
2021-03-04,27.2126,28.82,24.2222,25.7781,wait,22.1237,60.3035,,,
2021-03-05,25.7781,25.7781,23.5269,24.2414,wait,22.1237,60.3035,,,
2021-03-06,24.2708,25.5,23.8267,24.911,wait,22.1237,60.3035,,,
2021-03-07,24.9225,27.95,24.9225,26.6863,wait,22.1237,60.3035,,,
2021-03-08,26.6884,27.1147,24.8921,25.6179,wait,22.1237,60.3035,,,
2021-03-09,25.6178,34.7857,23.4102,34.314,wait,22.1237,60.3035,,,
2021-03-10,34.3007,35.8,28.691,29.5858,wait,22.1237,60.3035,,,
2021-03-11,29.6171,32.8333,28.4,30.8005,wait,22.1237,60.3035,,,
2021-03-12,30.798,31.5823,26.7837,27.9561,wait,22.1237,60.3035,,,
2021-03-13,27.9469,33.2249,26.8568,30.8799,wait,22.1237,60.3035,,,
2021-03-14,30.9086,32.3,28.8,28.8423,wait,22.1237,60.3035,,,
2021-03-15,28.8383,30.6472,27.0,28.9472,wait,22.1237,60.3035,,,
2021-03-16,28.9221,33.25,27.5189,33.036,wait,22.1237,60.3035,,,
2021-03-17,33.036,33.9899,30.5307,32.6789,wait,22.1237,60.3035,,,
2021-03-18,32.6789,35.6073,31.8187,33.2132,wait,22.1237,60.3035,,,
2021-03-19,33.2131,38.4866,31.3409,37.3166,wait,22.1237,60.3035,,,
2021-03-20,37.3219,39.3,34.1701,34.2022,wait,22.1237,60.3035,,,
2021-03-21,34.1783,35.4516,32.0001,32.8117,wait,22.1237,60.3035,,,
2021-03-22,32.8109,33.5892,28.6202,29.17,wait,22.1237,60.3035,,,
2021-03-23,29.1805,30.8899,28.1111,28.4704,wait,22.1237,60.3035,,,
2021-03-24,28.4541,30.4914,24.6652,25.8387,wait,22.1237,60.3035,,,
2021-03-25,25.8,27.5152,24.3291,25.825,wait,22.1237,60.3035,,,
2021-03-26,25.8109,28.8782,25.7873,28.2527,wait,22.1237,60.3035,,,
2021-03-27,28.2744,28.6667,26.789,27.6225,wait,22.1237,60.3035,,,
2021-03-28,27.6226,29.5578,27.22,28.7167,wait,22.1237,60.3035,,,
2021-03-29,28.7392,30.3702,28.2,29.5,wait,22.1237,60.3035,,,
2021-03-30,29.5,30.9802,28.6023,29.6009,wait,22.1237,60.3035,,,
2021-03-31,29.6009,29.9641,25.9,28.7218,wait,22.1237,60.3035,,,
2021-04-01,28.7217,29.373,27.6921,28.2456,wait,22.1237,60.3035,,,
2021-04-02,28.2686,29.5805,27.9429,29.0353,wait,22.1237,60.3035,,,
2021-04-03,29.0137,32.8727,27.8274,28.1787,wait,22.1237,60.3035,,,
2021-04-04,28.1709,29.9171,27.5607,29.1573,wait,22.1237,60.3035,,,
2021-04-05,29.174,33.0,28.5455,31.2559,wait,22.1237,60.3035,,,
2021-04-06,31.2913,34.5578,30.0,31.4635,wait,22.1237,60.3035,,,
2021-04-07,31.4838,34.15,28.6023,29.5068,wait,22.1237,60.3035,,,
2021-04-08,29.54,31.6137,29.2287,30.751,wait,22.1237,60.3035,,,
2021-04-09,30.7475,32.482,30.3031,31.5178,wait,22.1237,60.3035,,,
2021-04-10,31.5178,33.97,30.865,31.776,wait,22.1237,60.3035,,,
2021-04-11,31.7628,32.33,30.8928,31.5976,wait,22.1237,60.3035,,,
2021-04-12,31.5853,35.6418,31.1,33.8055,wait,22.1237,60.3035,,,
2021-04-13,33.8125,34.888,31.7,33.6462,wait,22.1237,60.3035,,,
2021-04-14,33.6426,39.45,32.8907,38.3391,wait,22.1237,60.3035,,,
2021-04-15,38.3892,40.759,36.21,37.0174,wait,22.1237,60.3035,,,
2021-04-16,37.0256,37.5412,33.0618,35.45,wait,22.1237,60.3035,,,
2021-04-17,35.4383,36.9062,33.51,33.9342,wait,22.1237,60.3035,,,
2021-04-18,33.9673,34.3,22.5473,29.3348,wait,22.1237,60.3035,,,
2021-04-19,29.323,30.5796,25.5472,26.1827,wait,22.1237,60.3035,,,
2021-04-20,26.2029,29.9752,23.8766,27.4058,wait,22.1237,60.3035,,,
2021-04-21,27.4059,28.4899,25.75,25.8131,wait,22.1237,60.3035,,,
2021-04-22,25.8131,27.7519,22.87,23.9703,wait,22.1237,60.3035,,,
2021-04-23,23.9692,26.557,19.8,23.5317,wait,19.8,60.3035,,,
2021-04-24,23.55,23.9381,21.3801,21.8523,wait,19.8,60.3035,,,
2021-04-25,21.8429,23.75,20.359,21.624,wait,19.8,60.3035,,,
2021-04-26,21.628,26.5,21.39,26.451,wait,19.8,60.3035,,,
2021-04-27,26.441,28.0,25.7,27.949,wait,19.8,60.3035,,,
2021-04-28,27.961,29.077,25.826,28.233,wait,19.8,60.3035,,,
2021-04-29,28.246,29.765,26.6,27.912,wait,19.8,60.3035,,,
2021-04-30,27.926,33.0,27.501,32.8,wait,19.8,60.3035,,,
2021-05-01,32.819,35.68,31.722,31.805,wait,19.8,60.3035,,,
2021-05-02,31.815,32.681,30.383,31.28,wait,19.8,60.3035,,,
2021-05-03,31.262,37.36,30.697,35.871,wait,19.8,60.3035,,,
2021-05-04,35.885,36.194,29.501,30.287,wait,19.8,60.3035,,,
2021-05-05,30.307,35.616,29.7,35.258,wait,19.8,60.3035,,,
2021-05-06,35.225,39.3,34.66,38.003,wait,19.8,60.3035,,,
2021-05-07,38.002,43.885,35.969,37.875,high,19.8,43.885,,,RESTART_+98.5%_H=p
2021-05-08,37.852,39.844,37.157,38.399,high,19.8,43.885,43.885,24.5756,
2021-05-09,38.399,39.5,35.017,38.969,high,19.8,43.885,43.885,24.5756,
2021-05-10,38.988,41.8,29.69,34.652,high,19.8,43.885,43.885,24.5756,
2021-05-11,34.65,37.3,32.575,36.8,high,19.8,43.885,43.885,24.5756,
2021-05-12,36.768,41.47,32.0,32.8,high,19.8,43.885,43.885,24.5756,
2021-05-13,32.872,37.17,30.739,35.075,high,19.8,43.885,43.885,24.5756,
2021-05-14,35.036,38.0,33.276,36.999,high,19.8,43.885,43.885,24.5756,
2021-05-15,36.993,39.99,34.031,34.439,high,19.8,43.885,43.885,24.5756,
2021-05-16,34.464,39.7,32.5,36.6,high,19.8,43.885,43.885,24.5756,
2021-05-17,36.597,37.936,31.75,33.67,high,19.8,43.885,43.885,24.5756,
2021-05-18,33.684,37.7,33.268,36.875,high,19.8,43.885,43.885,24.5756,
2021-05-19,36.907,38.535,17.775,23.052,wait,17.775,43.885,43.885,24.5756,TO_WAIT_-44%
2021-05-20,23.064,28.2,20.809,25.086,wait,17.775,43.885,,,
2021-05-21,25.042,26.712,18.368,21.827,wait,17.775,43.885,,,
2021-05-22,21.825,22.474,18.3,18.797,wait,17.775,43.885,,,
2021-05-23,18.809,19.668,12.086,15.606,wait,12.086,43.885,,,
2021-05-24,15.603,20.5,15.034,19.395,wait,12.086,43.885,,,
2021-05-25,19.395,20.243,17.001,19.446,wait,12.086,43.885,,,
2021-05-26,19.431,21.453,18.918,20.797,wait,12.086,43.885,,,
2021-05-27,20.794,21.198,18.717,19.118,wait,12.086,43.885,,,
2021-05-28,19.133,19.568,16.015,16.727,wait,12.086,43.885,,,
2021-05-29,16.727,17.592,15.169,16.168,wait,12.086,43.885,,,
2021-05-30,16.194,17.468,15.101,16.518,wait,12.086,43.885,,,
2021-05-31,16.504,18.198,15.671,18.14,wait,12.086,43.885,,,
2021-06-01,18.153,18.583,17.066,17.748,wait,12.086,43.885,,,
2021-06-02,17.748,19.419,17.145,18.687,wait,12.086,43.885,,,
2021-06-03,18.686,20.7,18.219,20.268,wait,12.086,43.885,,,
2021-06-04,20.247,20.55,17.41,18.243,wait,12.086,43.885,,,
2021-06-05,18.236,19.142,16.86,17.23,wait,12.086,43.885,,,
2021-06-06,17.233,18.0,17.09,17.383,wait,12.086,43.885,,,
2021-06-07,17.38,18.053,15.304,15.536,wait,12.086,43.885,,,
2021-06-08,15.533,16.048,13.639,14.792,wait,12.086,43.885,,,
2021-06-09,14.803,15.765,13.65,15.4,wait,12.086,43.885,,,
2021-06-10,15.403,15.578,13.73,14.193,wait,12.086,43.885,,,
2021-06-11,14.193,14.616,13.14,13.408,wait,12.086,43.885,,,
2021-06-12,13.423,14.0,12.638,13.545,wait,12.086,43.885,,,
2021-06-13,13.551,14.999,13.241,14.761,wait,12.086,43.885,,,
2021-06-14,14.762,15.419,14.371,15.113,wait,12.086,43.885,,,
2021-06-15,15.111,15.632,14.581,14.714,wait,12.086,43.885,,,
2021-06-16,14.715,14.951,13.913,14.078,wait,12.086,43.885,,,
2021-06-17,14.081,15.498,14.02,14.844,wait,12.086,43.885,,,
2021-06-18,14.858,15.3,13.1,13.64,wait,12.086,43.885,,,
2021-06-19,13.635,14.04,13.209,13.383,wait,12.086,43.885,,,
2021-06-20,13.374,14.188,12.783,13.917,wait,12.086,43.885,,,
2021-06-21,13.914,14.069,11.077,11.2,wait,11.077,43.885,,,
2021-06-22,11.19,11.764,9.325,10.578,wait,9.325,43.885,,,
2021-06-23,10.585,11.899,10.15,11.456,wait,9.325,43.885,,,
2021-06-24,11.467,11.757,10.822,11.493,wait,9.325,43.885,,,
2021-06-25,11.499,11.756,10.2,10.235,wait,9.325,43.885,,,
2021-06-26,10.238,10.6,9.784,10.318,wait,9.325,43.885,,,
2021-06-27,10.317,10.98,10.087,10.941,wait,9.325,43.885,,,
2021-06-28,10.953,11.469,10.694,11.322,wait,9.325,43.885,,,
2021-06-29,11.333,12.348,11.077,11.92,wait,9.325,43.885,,,
2021-06-30,11.921,12.166,11.035,11.949,wait,9.325,43.885,,,
2021-07-01,11.94,12.08,11.0,11.181,wait,9.325,43.885,,,
2021-07-02,11.19,11.355,10.572,11.112,wait,9.325,43.885,,,
2021-07-03,11.117,11.676,10.878,11.509,wait,9.325,43.885,,,
2021-07-04,11.499,12.9,11.21,12.345,wait,9.325,43.885,,,
2021-07-05,12.342,12.44,11.519,12.042,wait,9.325,43.885,,,
2021-07-06,12.041,14.226,12.026,13.384,wait,9.325,43.885,,,
2021-07-07,13.369,14.2,13.04,13.105,wait,9.325,43.885,,,
2021-07-08,13.091,13.118,11.838,12.098,wait,9.325,43.885,,,
2021-07-09,12.093,12.88,11.639,12.552,wait,9.325,43.885,,,
2021-07-10,12.559,12.851,11.838,12.015,wait,9.325,43.885,,,
2021-07-11,12.023,12.49,11.912,12.433,wait,9.325,43.885,,,
2021-07-12,12.437,12.841,11.7,12.157,wait,9.325,43.885,,,
2021-07-13,12.162,12.434,11.744,11.91,wait,9.325,43.885,,,
2021-07-14,11.916,12.11,11.111,11.793,wait,9.325,43.885,,,
2021-07-15,11.791,12.102,11.128,11.391,wait,9.325,43.885,,,
2021-07-16,11.391,11.82,10.8,10.814,wait,9.325,43.885,,,
2021-07-17,10.816,11.144,10.716,10.958,wait,9.325,43.885,,,
2021-07-18,10.956,11.275,10.65,10.69,wait,9.325,43.885,,,
2021-07-19,10.69,10.757,10.01,10.183,wait,9.325,43.885,,,
2021-07-20,10.186,10.366,9.327,9.639,wait,9.325,43.885,,,
2021-07-21,9.647,10.752,9.473,10.425,wait,9.325,43.885,,,
2021-07-22,10.44,10.96,10.238,10.833,wait,9.325,43.885,,,
2021-07-23,10.84,11.174,10.53,11.086,wait,9.325,43.885,,,
2021-07-24,11.092,11.447,10.954,11.142,wait,9.325,43.885,,,
2021-07-25,11.142,11.339,10.765,11.247,wait,9.325,43.885,,,
2021-07-26,11.247,12.7,11.213,11.46,wait,9.325,43.885,,,
2021-07-27,11.455,12.352,11.175,11.917,wait,9.325,43.885,,,
2021-07-28,11.921,12.485,11.691,12.32,wait,9.325,43.885,,,
2021-07-29,12.331,12.65,11.98,12.433,wait,9.325,43.885,,,
2021-07-30,12.433,13.0,11.93,12.978,wait,9.325,43.885,,,
2021-07-31,12.978,13.63,12.585,13.525,wait,9.325,43.885,,,
2021-08-01,13.535,14.077,12.617,12.853,wait,9.325,43.885,,,
2021-08-02,12.846,13.374,12.616,12.993,wait,9.325,43.885,,,
2021-08-03,12.992,13.522,12.325,12.557,wait,9.325,43.885,,,
2021-08-04,12.568,13.78,12.41,13.696,wait,9.325,43.885,,,
2021-08-05,13.696,14.0,12.849,13.834,wait,9.325,43.885,,,
2021-08-06,13.834,15.08,13.388,14.77,wait,9.325,43.885,,,
2021-08-07,14.774,15.952,14.612,15.834,wait,9.325,43.885,,,
2021-08-08,15.85,16.1,14.557,14.826,wait,9.325,43.885,,,
2021-08-09,14.83,16.759,14.424,16.169,wait,9.325,43.885,,,
2021-08-10,16.167,17.184,15.801,16.42,wait,9.325,43.885,,,
2021-08-11,16.43,17.547,16.378,16.688,wait,9.325,43.885,,,
2021-08-12,16.674,17.538,15.429,16.575,wait,9.325,43.885,,,
2021-08-13,16.574,18.291,16.389,18.031,wait,9.325,43.885,,,
2021-08-14,18.044,18.433,17.169,18.093,wait,9.325,43.885,,,
2021-08-15,18.09,18.855,17.058,18.762,high,9.325,18.855,,,RESTART_+98.5%_H=p
2021-08-16,18.762,21.13,18.441,19.071,high,9.325,21.13,21.13,11.8328,
2021-08-17,19.071,25.46,18.418,23.446,high,9.325,25.46,25.46,14.2576,
2021-08-18,23.452,30.885,21.454,29.993,high,9.325,30.885,30.885,17.2956,
2021-08-19,29.992,33.755,28.714,30.653,high,9.325,33.755,33.755,18.9028,
2021-08-20,30.653,39.229,29.943,39.155,high,9.325,39.229,39.229,21.96824,
2021-08-21,39.148,50.27,37.676,43.676,high,9.325,50.27,50.27,28.1512,
2021-08-22,43.693,45.03,40.537,43.663,high,9.325,50.27,50.27,28.1512,
2021-08-23,43.682,53.623,43.614,46.451,high,9.325,53.623,53.623,30.02888,
2021-08-24,46.407,58.977,44.151,55.474,high,9.325,58.977,58.977,33.02712,
2021-08-25,55.475,57.584,45.65,46.208,high,9.325,58.977,58.977,33.02712,
2021-08-26,46.211,48.463,41.2,41.32,high,9.325,58.977,58.977,33.02712,
2021-08-27,41.32,50.47,40.3,50.14,high,9.325,58.977,58.977,33.02712,
