date,open,high,low,close,H,L_now,mode,stage,event,next_buy_level_name,next_buy_level_price,cutoff_price,position,basis,level_name,level_price,trigger_price,fill_price,rebound_from_L_pct,threshold_pct,forbidden_levels_above_last_sell,B1,B2,B3,B4,B5,B6,B7,next_buy_trigger_price
2020-10-08,0.0025881,0.00263,0.002541,0.0026098,0.73995,0.002541,wait,,,,,,False,,,,,,,,7,0.414372,0.384774,0.340377,0.3033795,0.2589825,0.207186,0.1553895,0.002541
2020-10-09,0.0026097,0.0026701,0.0025891,0.0026556,0.73995,0.002541,wait,,,,,,False,,,,,,,,7,0.414372,0.384774,0.340377,0.3033795,0.2589825,0.207186,0.1553895,0.0025891
2020-10-10,0.002657,0.0027291,0.0026472,0.0026621,0.73995,0.002541,wait,,,,,,False,,,,,,,,7,0.414372,0.384774,0.340377,0.3033795,0.2589825,0.207186,0.1553895,0.0026472
2020-10-11,0.0026583,0.0027065,0.0026499,0.0026701,0.73995,0.002541,wait,,,,,,False,,,,,,,,7,0.414372,0.384774,0.340377,0.3033795,0.2589825,0.207186,0.1553895,0.0026499
2020-10-12,0.0026711,0.0027069,0.0026251,0.002667,0.73995,0.002541,wait,,,,,,False,,,,,,,,7,0.414372,0.384774,0.340377,0.3033795,0.2589825,0.207186,0.1553895,0.0026251
2020-10-13,0.0026669,0.0026745,0.0026285,0.0026385,0.73995,0.002541,wait,,,,,,False,,,,,,,,7,0.414372,0.384774,0.340377,0.3033795,0.2589825,0.207186,0.1553895,0.0026285
2020-10-14,0.0026353,0.0026609,0.0026173,0.002639,0.73995,0.002541,wait,,,,,,False,,,,,,,,7,0.414372,0.384774,0.340377,0.3033795,0.2589825,0.207186,0.1553895,0.0026173
2020-10-15,0.002639,0.0026391,0.0025648,0.0025953,0.73995,0.002541,wait,,,,,,False,,,,,,,,7,0.414372,0.384774,0.340377,0.3033795,0.2589825,0.207186,0.1553895,0.0025648
2020-10-16,0.0025953,0.0026243,0.0025511,0.002604,0.73995,0.002541,wait,,,,,,False,,,,,,,,7,0.414372,0.384774,0.340377,0.3033795,0.2589825,0.207186,0.1553895,0.0025511
2020-10-17,0.0026029,0.0026091,0.0025733,0.0025834,0.73995,0.002541,wait,,,,,,False,,,,,,,,7,0.414372,0.384774,0.340377,0.3033795,0.2589825,0.207186,0.1553895,0.0025733
