date,open,high,low,close,H,L_now,mode,stage,event,next_buy_level_name,next_buy_level_price,cutoff_price,position,basis,level_name,level_price,trigger_price,fill_price,rebound_from_L_pct,threshold_pct,forbidden_levels_above_last_sell,B1,B2,B3,B4,B5,B6,B7,next_buy_trigger_price
2020-10-08,27.6931,27.8153,26.4999,27.7424,1192.42,26.4999,wait,,,,,,False,,,,,,,,7,667.7552,620.0584,548.5132,488.8922,417.347,333.8776,250.4082,26.4999
2020-10-09,27.7342,28.5368,27.4548,28.4076,1192.42,26.4999,wait,,,,,,False,,,,,,,,7,667.7552,620.0584,548.5132,488.8922,417.347,333.8776,250.4082,27.4548
2020-10-10,28.398,29.2814,28.0666,28.4414,1192.42,26.4999,wait,,,,,,False,,,,,,,,7,667.7552,620.0584,548.5132,488.8922,417.347,333.8776,250.4082,28.0666
2020-10-11,28.41,28.72,27.876,28.5271,1192.42,26.4999,wait,,,,,,False,,,,,,,,7,667.7552,620.0584,548.5132,488.8922,417.347,333.8776,250.4082,27.876
2020-10-12,28.52,31.1299,28.4338,30.6503,1192.42,26.4999,wait,,,,,,False,,,,,,,,7,667.7552,620.0584,548.5132,488.8922,417.347,333.8776,250.4082,28.4338
2020-10-13,30.6503,31.7999,30.187,30.7256,1192.42,26.4999,wait,,,,,,False,,,,,,,,7,667.7552,620.0584,548.5132,488.8922,417.347,333.8776,250.4082,30.187
2020-10-14,30.7256,31.33,30.3733,30.838,1192.42,26.4999,wait,,,,,,False,,,,,,,,7,667.7552,620.0584,548.5132,488.8922,417.347,333.8776,250.4082,30.3733
2020-10-15,30.838,31.6663,30.399,31.3256,1192.42,26.4999,wait,,,,,,False,,,,,,,,7,667.7552,620.0584,548.5132,488.8922,417.347,333.8776,250.4082,30.399
2020-10-16,31.3256,31.9798,29.5705,30.0516,1192.42,26.4999,wait,,,,,,False,,,,,,,,7,667.7552,620.0584,548.5132,488.8922,417.347,333.8776,250.4082,29.5705
2020-10-17,30.051,30.564,29.6521,30.2414,1192.42,26.4999,wait,,,,,,False,,,,,,,,7,667.7552,620.0584,548.5132,488.8922,417.347,333.8776,250.4082,29.6521
