date,symbol,action,cand_H,level,qty,price,note,pnl
2020-09-24,XLM,LADDER_CREATE,0.11948,,,,,
2020-09-24,XLM,BUY,,0.44,1.0,0.0669088,FILL,
2020-11-23,XLM,SELL,,0.44,1.0,0.13231,CYCLE_RESET,0.0654012
2020-12-23,XLM,LADDER_CREATE,0.23179,,,,,
2020-12-23,XLM,BUY,,0.44,1.0,0.1298024,FILL,
2020-12-23,XLM,BUY,,0.48,1.0,0.12053080000000001,FILL,
2021-01-06,XLM,SELL,,0.44,1.0,0.33938,CYCLE_RESET,0.2095776
2021-01-06,XLM,SELL,,0.48,1.0,0.33938,CYCLE_RESET,0.21884920000000002
2021-01-11,XLM,LADDER_CREATE,0.41194,,,,,
2021-01-11,XLM,BUY,,0.44,1.0,0.2306864,FILL,
2021-01-11,XLM,BUY,,0.48,1.0,0.2142088,FILL,
2021-02-07,XLM,SELL,,0.44,1.0,0.3854,CYCLE_RESET,0.1547136
2021-02-07,XLM,SELL,,0.48,1.0,0.3854,CYCLE_RESET,0.17119120000000002
2021-02-23,XLM,LADDER_CREATE,0.60692,,,,,
2021-02-23,XLM,BUY,,0.44,1.0,0.33987520000000004,FILL,
2021-02-23,XLM,BUY,,0.48,1.0,0.3155984,FILL,
2021-04-11,XLM,SELL,,0.44,1.0,0.5844,CYCLE_RESET,0.2445248
2021-04-11,XLM,SELL,,0.48,1.0,0.5844,CYCLE_RESET,0.26880160000000003
2021-04-23,XLM,LADDER_CREATE,0.691,,,,,
2021-04-23,XLM,BUY,,0.44,1.0,0.38696,FILL,
2021-04-23,XLM,BUY,,0.48,1.0,0.35932,FILL,
2021-05-10,XLM,SELL,,0.44,1.0,0.65643,CYCLE_RESET,0.26946999999999993
2021-05-10,XLM,SELL,,0.48,1.0,0.65643,CYCLE_RESET,0.29711
2021-05-19,XLM,LADDER_CREATE,0.7985,,,,,
2021-05-19,XLM,BUY,,0.44,1.0,0.44716000000000006,FILL,
2021-05-19,XLM,BUY,,0.48,1.0,0.41522000000000003,FILL,
2021-05-19,XLM,BUY,,0.54,1.0,0.36730999999999997,FILL,
2021-05-19,XLM,BUY,,0.59,1.0,0.32738500000000004,FILL,
2021-05-23,XLM,BUY,,0.65,1.0,0.279475,FILL,
2021-06-22,XLM,BUY,,0.72,1.0,0.22358000000000003,FILL,
2021-08-14,XLM,SELL,,0.44,1.0,0.39474,CYCLE_RESET,-0.05242000000000008
2021-08-14,XLM,SELL,,0.48,1.0,0.39474,CYCLE_RESET,-0.020480000000000054
2021-08-14,XLM,SELL,,0.54,1.0,0.39474,CYCLE_RESET,0.02743000000000001
2021-08-14,XLM,SELL,,0.59,1.0,0.39474,CYCLE_RESET,0.06735499999999994
2021-08-14,XLM,SELL,,0.65,1.0,0.39474,CYCLE_RESET,0.115265
2021-08-14,XLM,SELL,,0.72,1.0,0.39474,CYCLE_RESET,0.17115999999999995
2021-12-04,XLM,LADDER_CREATE,0.4412,,,,,
2021-12-04,XLM,BUY,,0.44,1.0,0.247072,FILL,
2021-12-04,XLM,BUY,,0.48,1.0,0.229424,FILL,
2022-01-21,XLM,BUY,,0.54,1.0,0.20295199999999997,FILL,
2022-01-22,XLM,BUY,,0.59,1.0,0.180892,FILL,
2022-05-09,XLM,BUY,,0.65,1.0,0.15441999999999997,FILL,
2022-05-11,XLM,BUY,,0.72,1.0,0.123536,FILL,
2022-11-08,XLM,BUY,,0.79,1.0,0.09265199999999998,FILL,
2023-07-13,XLM,SELL,,0.44,1.0,0.1552,CYCLE_RESET,-0.09187200000000001
2023-07-13,XLM,SELL,,0.48,1.0,0.1552,CYCLE_RESET,-0.07422399999999998
2023-07-13,XLM,SELL,,0.54,1.0,0.1552,CYCLE_RESET,-0.04775199999999996
2023-07-13,XLM,SELL,,0.59,1.0,0.1552,CYCLE_RESET,-0.025691999999999993
2023-07-13,XLM,SELL,,0.65,1.0,0.1552,CYCLE_RESET,0.0007800000000000307
2023-07-13,XLM,SELL,,0.72,1.0,0.1552,CYCLE_RESET,0.031664
2023-07-13,XLM,SELL,,0.79,1.0,0.1552,CYCLE_RESET,0.06254800000000002
2023-08-17,XLM,LADDER_CREATE,0.1977,,,,,
2023-08-17,XLM,BUY,,0.44,1.0,0.110712,FILL,
2023-10-11,XLM,BUY,,0.48,1.0,0.10280399999999999,FILL,
2024-06-18,XLM,BUY,,0.54,1.0,0.09094199999999998,FILL,
2024-07-05,XLM,BUY,,0.59,1.0,0.081057,FILL,
2024-11-16,XLM,SELL,,0.44,1.0,0.2207,CYCLE_RESET,0.109988
2024-11-16,XLM,SELL,,0.48,1.0,0.2207,CYCLE_RESET,0.11789600000000001
2024-11-16,XLM,SELL,,0.54,1.0,0.2207,CYCLE_RESET,0.12975800000000004
2024-11-16,XLM,SELL,,0.59,1.0,0.2207,CYCLE_RESET,0.13964300000000002
2024-12-09,XLM,LADDER_CREATE,0.6374,,,,,
2024-12-09,XLM,BUY,,0.44,1.0,0.35694400000000004,FILL,
