date,symbol,action,cand_H,level,qty,price,note,pnl
2020-12-22,XRP,LADDER_CREATE,0.78068,,,,,
2020-12-22,XRP,BUY,,0.44,1.0,0.4371808000000001,FILL,
2020-12-22,XRP,BUY,,0.48,1.0,0.4059536,FILL,
2020-12-23,XRP,SELL,,0.44,1.0,0.2605,CYCLE_RESET,-0.17668080000000008
2020-12-23,XRP,SELL,,0.48,1.0,0.2605,CYCLE_RESET,-0.14545360000000002
2020-12-24,XRP,LADDER_CREATE,0.44842,,,,,
2020-12-24,XRP,BUY,,0.44,1.0,0.25111520000000004,FILL,
2020-12-29,XRP,BUY,,0.48,1.0,0.2331784,FILL,
2020-12-29,XRP,BUY,,0.54,1.0,0.2062732,FILL,
2020-12-29,XRP,BUY,,0.59,1.0,0.18385220000000002,FILL,
2021-01-07,XRP,SELL,,0.44,1.0,0.32389,CYCLE_RESET,0.07277479999999997
2021-01-07,XRP,SELL,,0.48,1.0,0.32389,CYCLE_RESET,0.0907116
2021-01-07,XRP,SELL,,0.54,1.0,0.32389,CYCLE_RESET,0.11761680000000002
2021-01-07,XRP,SELL,,0.59,1.0,0.32389,CYCLE_RESET,0.1400378
2021-01-30,XRP,LADDER_CREATE,0.5178,,,,,
2021-01-30,XRP,BUY,,0.44,1.0,0.28996800000000006,FILL,
2021-02-01,XRP,SELL,,0.44,1.0,0.37106,CYCLE_RESET,0.08109199999999994
2021-02-02,XRP,LADDER_CREATE,0.755,,,,,
2021-02-02,XRP,BUY,,0.44,1.0,0.42280000000000006,FILL,
2021-02-02,XRP,BUY,,0.48,1.0,0.3926,FILL,
2021-02-02,XRP,BUY,,0.54,1.0,0.3473,FILL,
2021-04-05,XRP,SELL,,0.44,1.0,0.91584,CYCLE_RESET,0.4930399999999999
2021-04-05,XRP,SELL,,0.48,1.0,0.91584,CYCLE_RESET,0.5232399999999999
2021-04-05,XRP,SELL,,0.54,1.0,0.91584,CYCLE_RESET,0.56854
2021-04-22,XRP,LADDER_CREATE,1.96689,,,,,
